age,workclass,fnlwgt,education,occupation,relationship,race,sex,target,predicted_salary
"24"," Private","456430"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"28"," Private","337424"," Prof-school"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"27"," Private","160291"," Some-college"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"41"," Private","341204"," Bachelors"," Adm-clerical"," Wife"," White"," Female","1","1"
"28"," Private","148084"," HS-grad"," Handlers-cleaners"," Unmarried"," Black"," Female","0","0"
"26"," Private","102476"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"17"," ?","183161"," 12th"," ?"," Own-child"," White"," Female","0","0"
"17"," Private","160029"," 11th"," Sales"," Own-child"," White"," Female","0","0"
"70"," Self-emp-not-inc","152066"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"57"," Private","175942"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"64"," Private","387669"," 1st-4th"," Transport-moving"," Husband"," White"," Male","0","0"
"38"," Self-emp-not-inc","179824"," HS-grad"," Farming-fishing"," Not-in-family"," White"," Male","0","0"
"23"," Private","107882"," Bachelors"," Adm-clerical"," Own-child"," White"," Female","0","0"
"18"," ?","65249"," 12th"," ?"," Own-child"," White"," Male","0","0"
"47"," Self-emp-not-inc","267879"," HS-grad"," Craft-repair"," Husband"," Black"," Male","1","1"
"54"," Private","150999"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","1"
"42"," Local-gov","69758"," Assoc-acdm"," Protective-serv"," Not-in-family"," Asian-Pac-Islander"," Male","1","0"
"23"," Private","180795"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"28"," Private","257283"," HS-grad"," Transport-moving"," Own-child"," White"," Male","0","0"
"40"," Private","196344"," 5th-6th"," Other-service"," Husband"," White"," Male","0","0"
"32"," Private","155151"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"35"," Self-emp-not-inc","368140"," HS-grad"," Transport-moving"," Husband"," White"," Male","1","1"
"17"," Private","95079"," 11th"," Sales"," Own-child"," White"," Female","0","0"
"37"," ?","254773"," Some-college"," ?"," Husband"," White"," Male","0","1"
"23"," Private","181659"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"47"," ?","215620"," HS-grad"," ?"," Not-in-family"," White"," Male","0","0"
"29"," Private","169104"," HS-grad"," Exec-managerial"," Other-relative"," Asian-Pac-Islander"," Male","0","0"
"33"," Local-gov","100446"," Some-college"," Adm-clerical"," Wife"," White"," Female","0","1"
"46"," Private","189680"," Masters"," Sales"," Husband"," White"," Male","1","1"
"24"," Private","376474"," Bachelors"," Sales"," Husband"," White"," Male","0","0"
"44"," Private","112494"," Some-college"," Craft-repair"," Husband"," White"," Male","0","0"
"33"," ?","212491"," HS-grad"," ?"," Not-in-family"," Black"," Female","0","0"
"68"," Local-gov","254218"," Assoc-voc"," Exec-managerial"," Husband"," White"," Male","0","0"
"34"," Private","421200"," HS-grad"," Craft-repair"," Husband"," Black"," Male","0","0"
"19"," Private","426589"," HS-grad"," Other-service"," Own-child"," White"," Female","0","0"
"27"," Private","335015"," Some-college"," Tech-support"," Husband"," White"," Male","0","1"
"25"," Private","78605"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"62"," Self-emp-inc","123749"," Some-college"," Craft-repair"," Husband"," White"," Male","0","0"
"31"," Private","245500"," Bachelors"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female","0","0"
"32"," Private","226443"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","0"
"31"," Self-emp-not-inc","150630"," HS-grad"," Other-service"," Own-child"," White"," Female","0","0"
"27"," Private","257124"," Some-college"," Other-service"," Own-child"," White"," Male","0","0"
"36"," Private","127865"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"50"," Private","27432"," Bachelors"," Prof-specialty"," Husband"," White"," Male","0","1"
"31"," Private","161765"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"42"," Private","42703"," HS-grad"," Other-service"," Not-in-family"," Black"," Male","0","0"
"27"," Private","209641"," Some-college"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"22"," Private","93131"," Some-college"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male","0","0"
"46"," Private","191821"," HS-grad"," Sales"," Not-in-family"," White"," Female","0","0"
"25"," Private","410009"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"37"," Private","334291"," Some-college"," Sales"," Not-in-family"," White"," Male","0","1"
"58"," Self-emp-inc","274363"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"17"," Private","102456"," 11th"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"35"," State-gov","102268"," Some-college"," Prof-specialty"," Own-child"," White"," Male","0","0"
"46"," Private","220979"," Some-college"," Tech-support"," Not-in-family"," Amer-Indian-Eskimo"," Male","1","1"
"35"," ?","111377"," Bachelors"," ?"," Husband"," White"," Male","0","1"
"36"," Private","187847"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","0"
"22"," Private","40052"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"21"," Private","133375"," HS-grad"," Sales"," Unmarried"," White"," Female","0","0"
"46"," Private","226032"," Bachelors"," Sales"," Wife"," White"," Female","1","1"
"27"," Private","211032"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"33"," Private","392812"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"34"," Federal-gov","174724"," Assoc-voc"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"50"," Local-gov","363405"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"19"," Private","42750"," Some-college"," Other-service"," Own-child"," White"," Male","0","0"
"40"," Self-emp-not-inc","174112"," HS-grad"," Other-service"," Unmarried"," White"," Female","0","0"
"65"," Self-emp-not-inc","326936"," HS-grad"," Sales"," Wife"," White"," Female","0","0"
"39"," Self-emp-not-inc","188069"," HS-grad"," Farming-fishing"," Husband"," White"," Male","1","0"
"48"," Private","366089"," Doctorate"," Prof-specialty"," Husband"," White"," Male","1","1"
"32"," Private","162160"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","1"
"32"," Private","114937"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"61"," Private","189932"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"57"," Private","168447"," Bachelors"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"32"," Private","154210"," Masters"," Prof-specialty"," Husband"," Other"," Male","1","1"
"29"," Private","211331"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"57"," Private","157749"," Some-college"," Craft-repair"," Husband"," White"," Male","0","1"
"72"," Self-emp-inc","84587"," 5th-6th"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male","0","0"
"27"," Private","269246"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","0"
"26"," Private","305129"," 11th"," Craft-repair"," Husband"," White"," Male","0","0"
"63"," Private","253556"," HS-grad"," Sales"," Not-in-family"," White"," Male","0","0"
"58"," Self-emp-inc","229116"," Prof-school"," Prof-specialty"," Not-in-family"," White"," Male","1","1"
"45"," Private","111381"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","1"
"41"," Private","121201"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","0"
"26"," Local-gov","271836"," HS-grad"," Protective-serv"," Husband"," Black"," Male","1","1"
"47"," Private","116641"," Bachelors"," Prof-specialty"," Unmarried"," White"," Female","0","0"
"37"," Private","171524"," 5th-6th"," Craft-repair"," Husband"," Black"," Male","0","0"
"52"," Private","145409"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"40"," Private","174575"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"38"," State-gov","149135"," Assoc-acdm"," Adm-clerical"," Not-in-family"," Black"," Male","0","0"
"32"," Private","234096"," 11th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"32"," Local-gov","210973"," Some-college"," Other-service"," Unmarried"," Black"," Female","0","0"
"37"," Local-gov","269323"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"69"," Private","29087"," 7th-8th"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"27"," Self-emp-not-inc","177831"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"39"," Self-emp-not-inc","167106"," Assoc-acdm"," Sales"," Husband"," Asian-Pac-Islander"," Male","0","0"
"56"," Private","118993"," HS-grad"," Adm-clerical"," Other-relative"," White"," Female","0","0"
"26"," Private","102875"," Assoc-acdm"," Sales"," Own-child"," White"," Female","0","0"
"89"," ?","29106"," 10th"," ?"," Husband"," White"," Male","0","0"
"32"," Private","101103"," Assoc-acdm"," Exec-managerial"," Wife"," White"," Female","0","1"
"35"," Self-emp-not-inc","135020"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"26"," Private","182390"," 11th"," Craft-repair"," Not-in-family"," Black"," Male","0","0"
"53"," Private","174102"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"19"," ?","138153"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"23"," Private","162282"," Assoc-acdm"," Handlers-cleaners"," Not-in-family"," White"," Male","0","0"
"51"," Private","280292"," HS-grad"," Sales"," Husband"," White"," Male","0","1"
"25"," Local-gov","307294"," Bachelors"," Prof-specialty"," Unmarried"," White"," Female","0","0"
"57"," Private","94156"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"59"," ?","199033"," 9th"," ?"," Wife"," Black"," Female","0","0"
"61"," Private","57408"," Bachelors"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"41"," Private","210922"," Some-college"," Transport-moving"," Husband"," Black"," Male","0","0"
"20"," Private","138994"," HS-grad"," Sales"," Own-child"," Asian-Pac-Islander"," Female","0","0"
"22"," Private","416103"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"42"," Private","166740"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"47"," Self-emp-inc","139268"," 7th-8th"," Prof-specialty"," Husband"," White"," Male","0","1"
"21"," State-gov","165474"," Some-college"," Tech-support"," Own-child"," White"," Male","0","0"
"37"," Private","100316"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"28"," ?","49028"," HS-grad"," ?"," Not-in-family"," White"," Female","0","0"
"38"," Self-emp-inc","85566"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"27"," Private","58150"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"55"," Self-emp-not-inc","376548"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"20"," Private","398166"," 11th"," Other-service"," Own-child"," Black"," Male","0","0"
"43"," Private","86797"," Some-college"," Other-service"," Husband"," White"," Male","0","1"
"46"," Private","161819"," HS-grad"," Other-service"," Unmarried"," Black"," Female","0","0"
"19"," Private","187125"," HS-grad"," Sales"," Not-in-family"," White"," Female","0","0"
"30"," Private","226535"," HS-grad"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"23"," Self-emp-inc","216889"," HS-grad"," Sales"," Husband"," White"," Male","1","0"
"65"," Self-emp-not-inc","135517"," 7th-8th"," Craft-repair"," Husband"," White"," Male","0","0"
"28"," Private","336951"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"44"," State-gov","101603"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"32"," Local-gov","205931"," HS-grad"," Adm-clerical"," Not-in-family"," Black"," Female","0","0"
"40"," Federal-gov","105119"," Bachelors"," Protective-serv"," Husband"," White"," Male","0","1"
"58"," Self-emp-not-inc","200316"," HS-grad"," Sales"," Husband"," White"," Male","0","1"
"17"," Private","132859"," 10th"," Other-service"," Other-relative"," White"," Male","0","0"
"57"," Private","137031"," Some-college"," Transport-moving"," Husband"," White"," Male","0","1"
"24"," Local-gov","184975"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"47"," Private","165539"," HS-grad"," Prof-specialty"," Not-in-family"," Black"," Female","0","0"
"26"," Private","48099"," Bachelors"," Sales"," Not-in-family"," White"," Female","0","0"
"42"," Private","47012"," Some-college"," Craft-repair"," Husband"," White"," Male","1","1"
"60"," Local-gov","195409"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"54"," Private","20795"," HS-grad"," Protective-serv"," Not-in-family"," White"," Male","0","0"
"44"," State-gov","484879"," Bachelors"," Prof-specialty"," Unmarried"," White"," Female","0","0"
"47"," Self-emp-not-inc","276087"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"37"," Federal-gov","45937"," Bachelors"," Prof-specialty"," Wife"," White"," Female","1","1"
"48"," Federal-gov","102359"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"30"," Private","186824"," HS-grad"," Protective-serv"," Husband"," White"," Male","1","1"
"20"," Private","203914"," 12th"," Other-service"," Own-child"," White"," Female","0","0"
"30"," Self-emp-not-inc","209808"," Doctorate"," Prof-specialty"," Husband"," White"," Male","1","1"
"22"," Private","228516"," HS-grad"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"62"," Private","49424"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"25"," Private","359067"," Some-college"," Sales"," Own-child"," White"," Male","0","0"
"55"," Self-emp-not-inc","340171"," HS-grad"," Craft-repair"," Not-in-family"," Black"," Male","0","0"
"19"," Private","142037"," 11th"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"28"," Local-gov","157437"," Bachelors"," Protective-serv"," Not-in-family"," White"," Female","0","0"
"47"," State-gov","142287"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"35"," State-gov","189794"," HS-grad"," Other-service"," Wife"," White"," Female","0","1"
"37"," Private","258289"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"19"," Private","352849"," HS-grad"," Sales"," Other-relative"," Black"," Female","0","0"
"37"," Private","162322"," Assoc-voc"," Craft-repair"," Not-in-family"," White"," Female","0","0"
"24"," Private","200295"," Some-college"," Other-service"," Not-in-family"," White"," Male","0","0"
"26"," ?","296372"," HS-grad"," ?"," Own-child"," White"," Female","0","0"
"54"," Local-gov","190333"," HS-grad"," Protective-serv"," Husband"," White"," Male","0","1"
"40"," Self-emp-not-inc","211518"," Bachelors"," Other-service"," Unmarried"," White"," Female","0","0"
"70"," Private","264098"," 10th"," Transport-moving"," Not-in-family"," White"," Female","0","0"
"43"," Private","393762"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"49"," Local-gov","181970"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"47"," Self-emp-inc","110901"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"21"," Private","92863"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"24"," Private","111368"," Some-college"," Adm-clerical"," Own-child"," White"," Female","0","0"
"45"," ?","83601"," 12th"," ?"," Unmarried"," White"," Female","0","0"
"47"," Private","164682"," Masters"," Prof-specialty"," Not-in-family"," White"," Male","0","1"
"37"," Private","166549"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"24"," Private","176566"," Assoc-acdm"," Prof-specialty"," Wife"," White"," Female","1","0"
"18"," Private","201613"," 11th"," Sales"," Own-child"," White"," Female","0","0"
"27"," Private","285294"," Assoc-acdm"," Adm-clerical"," Other-relative"," Black"," Female","0","0"
"75"," Private","100301"," 10th"," Other-service"," Not-in-family"," White"," Female","0","0"
"22"," Private","120320"," HS-grad"," Adm-clerical"," Own-child"," White"," Female","0","0"
"29"," Local-gov","218650"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"32"," Private","339482"," Masters"," Exec-managerial"," Not-in-family"," White"," Male","0","1"
"64"," Private","301352"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"41"," Local-gov","225978"," Assoc-voc"," Craft-repair"," Unmarried"," Black"," Male","0","0"
"39"," Private","337778"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"49"," Private","241350"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","1","1"
"36"," Private","266645"," 12th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"18"," Private","100863"," 12th"," Sales"," Own-child"," White"," Female","0","0"
"55"," Local-gov","227386"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"44"," Private","315971"," Masters"," Other-service"," Not-in-family"," White"," Female","0","1"
"20"," Private","177287"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"20"," Private","169022"," Some-college"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"50"," Private","205803"," Doctorate"," Prof-specialty"," Husband"," White"," Male","1","1"
"22"," Federal-gov","277700"," Some-college"," Tech-support"," Own-child"," White"," Male","0","0"
"24"," Self-emp-not-inc","166371"," HS-grad"," Craft-repair"," Other-relative"," White"," Male","0","0"
"20"," ?","295763"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"75"," Self-emp-inc","152519"," Doctorate"," Prof-specialty"," Not-in-family"," White"," Male","1","1"
"44"," Private","438696"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","1"
"41"," Self-emp-inc","34266"," 10th"," Exec-managerial"," Husband"," White"," Male","0","0"
"19"," Private","136391"," HS-grad"," Tech-support"," Own-child"," White"," Female","0","0"
"38"," Private","435638"," Some-college"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"23"," Private","51973"," HS-grad"," Other-service"," Not-in-family"," Black"," Female","0","0"
"40"," Private","109800"," HS-grad"," Handlers-cleaners"," Husband"," Black"," Male","0","0"
"41"," Federal-gov","260761"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","1"
"59"," Private","109015"," Some-college"," Prof-specialty"," Not-in-family"," White"," Female","1","0"
"35"," Private","272944"," Bachelors"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"35"," Private","290498"," Preschool"," Craft-repair"," Husband"," White"," Male","0","0"
"25"," Private","176864"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"64"," State-gov","169914"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"55"," Private","205759"," Doctorate"," Prof-specialty"," Not-in-family"," White"," Male","0","1"
"63"," Private","271075"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"19"," Private","239995"," 11th"," Sales"," Other-relative"," White"," Male","0","0"
"27"," Private","65663"," HS-grad"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"20"," ?","259865"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"42"," Self-emp-not-inc","34722"," HS-grad"," Sales"," Husband"," White"," Male","0","0"
"37"," Private","225821"," Assoc-acdm"," Prof-specialty"," Husband"," White"," Male","1","1"
"39"," Private","191503"," 5th-6th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"46"," ?","110243"," Masters"," ?"," Husband"," White"," Male","1","1"
"30"," Self-emp-not-inc","227429"," HS-grad"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"52"," Private","174452"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"27"," Private","209085"," Assoc-voc"," Prof-specialty"," Husband"," White"," Male","1","1"
"54"," Private","192386"," Some-college"," Prof-specialty"," Husband"," White"," Male","1","1"
"19"," ?","234877"," 11th"," ?"," Own-child"," White"," Male","0","0"
"28"," Private","320862"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"22"," Private","535027"," Some-college"," Transport-moving"," Unmarried"," Black"," Male","0","0"
"33"," Private","137421"," Prof-school"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male","0","1"
"46"," Private","195727"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"49"," Self-emp-not-inc","163229"," 5th-6th"," Craft-repair"," Husband"," White"," Male","0","0"
"31"," Private","50753"," Some-college"," Craft-repair"," Husband"," White"," Male","0","0"
"49"," Private","173503"," 12th"," Other-service"," Unmarried"," White"," Female","0","0"
"17"," Federal-gov","29078"," 11th"," Adm-clerical"," Own-child"," Amer-Indian-Eskimo"," Female","0","0"
"35"," Private","360743"," Bachelors"," Adm-clerical"," Not-in-family"," Black"," Male","0","1"
"39"," Self-emp-inc","142149"," Assoc-acdm"," Exec-managerial"," Wife"," White"," Female","1","1"
"26"," Private","464552"," 5th-6th"," Handlers-cleaners"," Not-in-family"," White"," Male","0","0"
"59"," Private","47444"," Some-college"," Transport-moving"," Husband"," White"," Male","1","1"
"37"," Private","24721"," Some-college"," Other-service"," Unmarried"," White"," Female","0","0"
"53"," Private","187492"," Bachelors"," Craft-repair"," Not-in-family"," Asian-Pac-Islander"," Female","0","0"
"50"," Private","229318"," HS-grad"," Machine-op-inspct"," Husband"," Black"," Male","0","1"
"48"," Private","358382"," HS-grad"," Other-service"," Not-in-family"," Black"," Male","0","0"
"60"," State-gov","119832"," Bachelors"," Prof-specialty"," Husband"," White"," Male","0","1"
"18"," Private","414166"," 12th"," Other-service"," Own-child"," Black"," Female","0","0"
"35"," Private","147638"," HS-grad"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female","0","1"
"26"," Self-emp-not-inc","33016"," Assoc-voc"," Other-service"," Unmarried"," White"," Female","0","0"
"20"," ?","386962"," 10th"," ?"," Own-child"," White"," Male","0","0"
"32"," Private","39248"," Bachelors"," Tech-support"," Not-in-family"," Other"," Male","0","0"
"69"," Private","232683"," Some-college"," Adm-clerical"," Husband"," White"," Male","1","0"
"31"," Self-emp-not-inc","55912"," 9th"," Craft-repair"," Unmarried"," White"," Male","0","0"
"35"," Private","113152"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"65"," Self-emp-inc","150095"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"63"," Private","114424"," Some-college"," Machine-op-inspct"," Other-relative"," Black"," Female","0","0"
"26"," ?","408417"," Some-college"," ?"," Husband"," Black"," Male","0","0"
"29"," Private","163167"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"48"," Private","86009"," Assoc-voc"," Craft-repair"," Husband"," White"," Male","1","1"
"35"," Federal-gov","316582"," HS-grad"," Other-service"," Wife"," White"," Female","1","1"
"50"," Self-emp-not-inc","165219"," Prof-school"," Prof-specialty"," Wife"," White"," Female","1","1"
"21"," Private","99829"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"47"," Private","275095"," 9th"," Exec-managerial"," Unmarried"," White"," Female","0","0"
"42"," Private","167650"," Some-college"," Machine-op-inspct"," Husband"," White"," Male","0","1"
"52"," Self-emp-not-inc","141820"," 10th"," Other-service"," Own-child"," White"," Female","0","0"
"29"," Private","108253"," Bachelors"," Prof-specialty"," Wife"," Other"," Female","0","1"
"41"," Private","156526"," Some-college"," Handlers-cleaners"," Not-in-family"," White"," Male","0","0"
"36"," Self-emp-inc","185366"," Some-college"," Sales"," Not-in-family"," White"," Male","0","0"
"43"," Self-emp-inc","314739"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"20"," Private","336101"," Some-college"," Other-service"," Not-in-family"," White"," Female","0","0"
"38"," Private","49115"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"35"," Self-emp-inc","186488"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"18"," ?","158826"," 12th"," ?"," Own-child"," Black"," Female","0","0"
"24"," Private","218415"," 11th"," Handlers-cleaners"," Other-relative"," White"," Female","0","0"
"27"," Private","76978"," HS-grad"," Other-service"," Own-child"," Black"," Female","0","0"
"47"," Private","213408"," 9th"," Machine-op-inspct"," Unmarried"," White"," Female","0","0"
"44"," Private","181265"," Assoc-acdm"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"18"," Local-gov","242956"," 11th"," Prof-specialty"," Own-child"," Black"," Female","0","0"
"30"," Private","226696"," Bachelors"," Sales"," Husband"," White"," Male","1","1"
"30"," Private","186932"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"50"," Federal-gov","107079"," HS-grad"," Other-service"," Husband"," White"," Male","0","1"
"32"," Private","154950"," Bachelors"," Craft-repair"," Husband"," White"," Male","0","1"
"18"," Private","48597"," 11th"," Other-service"," Own-child"," White"," Female","0","0"
"40"," Private","196344"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"37"," Self-emp-inc","152414"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"61"," Private","222966"," 9th"," Other-service"," Unmarried"," Black"," Female","0","0"
"39"," Self-emp-not-inc","272671"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"26"," Private","235520"," Bachelors"," Adm-clerical"," Husband"," White"," Male","1","1"
"30"," Private","232766"," HS-grad"," Other-service"," Unmarried"," White"," Female","0","0"
"40"," Private","309990"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","1","1"
"40"," Private","95639"," HS-grad"," Handlers-cleaners"," Unmarried"," Amer-Indian-Eskimo"," Male","0","0"
"20"," ?","177161"," HS-grad"," ?"," Own-child"," Other"," Female","0","0"
"51"," Local-gov","133963"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"45"," Self-emp-not-inc","240786"," Bachelors"," Craft-repair"," Husband"," White"," Male","1","1"
"44"," Local-gov","141186"," Masters"," Prof-specialty"," Not-in-family"," White"," Female","1","1"
"65"," Private","109221"," 7th-8th"," Priv-house-serv"," Not-in-family"," White"," Female","0","0"
"29"," Private","337953"," Assoc-voc"," Sales"," Husband"," White"," Male","0","0"
"49"," State-gov","189762"," Some-college"," Exec-managerial"," Unmarried"," White"," Male","0","0"
"18"," ?","40190"," 12th"," ?"," Own-child"," White"," Female","0","0"
"66"," Private","171824"," Some-college"," Prof-specialty"," Not-in-family"," White"," Female","0","0"
"48"," Private","83545"," Some-college"," Exec-managerial"," Husband"," White"," Male","1","1"
"28"," Private","142712"," Assoc-acdm"," Sales"," Husband"," White"," Male","1","0"
"19"," Private","91893"," Some-college"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"23"," Private","443701"," Some-college"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"40"," Private","438427"," Some-college"," Sales"," Not-in-family"," Black"," Female","0","0"
"53"," Self-emp-inc","69372"," Doctorate"," Sales"," Husband"," Asian-Pac-Islander"," Male","1","1"
"49"," Private","243190"," Assoc-voc"," Tech-support"," Not-in-family"," White"," Female","0","0"
"41"," Private","109762"," HS-grad"," Transport-moving"," Not-in-family"," White"," Male","0","0"
"22"," Private","91189"," HS-grad"," Sales"," Own-child"," White"," Male","0","0"
"56"," Federal-gov","205805"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"48"," Local-gov","212050"," Some-college"," Prof-specialty"," Husband"," White"," Male","1","1"
"51"," Private","152652"," Assoc-acdm"," Exec-managerial"," Husband"," White"," Male","0","1"
"18"," Private","157193"," 12th"," Other-service"," Own-child"," White"," Male","0","0"
"32"," Private","36592"," 11th"," Farming-fishing"," Unmarried"," White"," Male","0","0"
"39"," Private","192664"," Some-college"," Machine-op-inspct"," Own-child"," White"," Male","0","0"
"38"," Federal-gov","99280"," Some-college"," Adm-clerical"," Not-in-family"," White"," Female","0","0"
"54"," Private","168621"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","1"
"37"," Private","127048"," Some-college"," Adm-clerical"," Wife"," White"," Female","0","1"
"29"," Private","167610"," HS-grad"," Machine-op-inspct"," Unmarried"," White"," Female","0","0"
"36"," Private","108320"," HS-grad"," Transport-moving"," Own-child"," White"," Male","0","0"
"21"," Private","369643"," HS-grad"," Adm-clerical"," Own-child"," White"," Female","0","0"
"27"," Private","232388"," HS-grad"," Adm-clerical"," Husband"," White"," Male","1","1"
"28"," Private","513719"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
